"Chr","Start","End","Conc","Conc_liver","Conc_colon","Fold","p-value","FDR"
"chr10",6443487,6444104,2.52,2.76,2.24,0.52,0.174,1
"chr1",118148114,118149271,3.97,4.11,3.81,0.3,0.174,1
"chr12",68725471,68726524,3.89,4.08,3.68,0.4,0.174,1
"chr14",104181561,104182380,3.95,4.09,3.8,0.29,0.174,1
"chr13",111364710,111366785,5.09,5.22,4.94,0.27,0.174,1
"chr19",8942695,8943857,4.4,4.57,4.2,0.37,0.174,1
"chr15",78832433,78833310,2.32,2.64,1.89,0.75,0.174,1
"chr21",19191037,19192420,3.93,4.11,3.73,0.38,0.174,1
"chr5",114597977,114598867,2.79,3,2.54,0.45,0.174,1
"chr12",52462979,52464018,3.47,3.62,3.31,0.31,0.174,1
"chr7",43944827,43946541,3.15,3.33,2.95,0.38,0.174,1
"chr8",101169955,101170943,3.57,3.72,3.4,0.33,0.174,1
"chr13",113862559,113864531,4.41,4.53,4.28,0.25,0.174,1
"chr13",22177625,22178550,4.04,4.23,3.82,0.41,0.174,1
"chr9",7185539,7186100,1.53,1.99,0.85,1.14,0.174,1
"chrX",128977212,128978134,3.19,3.28,3.08,0.2,0.174,1
"chr5",74616462,74617381,2.58,2.85,2.26,0.6,0.174,1
"chr17",36830713,36831423,2.73,2.89,2.55,0.33,0.174,1
"chr1",8013951,8014603,2.89,3.09,2.66,0.44,0.175,1
"chr3",124448831,124449869,2.5,2.8,2.12,0.68,0.175,1
"chr2",135218032,135218541,1.88,2.31,1.26,1.05,0.175,1
"chr5",6765748,6767209,4.28,4.49,4.02,0.47,0.175,1
"chr11",35103882,35105662,3.37,3.57,3.14,0.43,0.175,1
"chr11",32112357,32113514,3.69,3.89,3.45,0.43,0.175,1
"chr18",46477896,46479103,3.92,3.97,3.86,0.1,0.175,1
"chr14",92505685,92506819,3.35,3.61,3.03,0.58,0.175,1
"chr20",52237886,52238774,2.7,3.02,2.29,0.73,0.175,1
"chr20",29900861,29901591,1.9,2.27,1.42,0.85,0.175,1
"chr7",134575611,134576737,3.18,3.37,2.96,0.41,0.175,1
"chr6",122792566,122793343,3.1,3.23,2.96,0.27,0.175,1
"chr14",24505173,24506285,2.88,3.04,2.7,0.34,0.175,1
"chrX",75647838,75648772,2.41,2.81,1.86,0.95,0.175,1
"chr10",88013170,88014734,3.44,3.66,3.18,0.47,0.175,1
"chr4",88928467,88929700,3.74,3.9,3.57,0.32,0.175,1
"chr12",50677070,50677650,2.58,2.84,2.26,0.58,0.175,1
"chr1",202975646,202976997,3.19,3.43,2.91,0.51,0.175,1
"chr15",65822527,65823641,2.73,2.99,2.42,0.57,0.175,1
"chr17",47269202,47270574,4.31,4.39,4.21,0.18,0.175,1
"chr6",3363447,3364346,2.43,2.71,2.09,0.62,0.175,1
"chr11",62432419,62433101,2.74,2.96,2.48,0.48,0.175,1
"chr7",2797195,2798268,2.86,3.07,2.61,0.46,0.175,1
"chr9",104295639,104296596,3.84,4.02,3.64,0.38,0.176,1
"chr10",79793225,79794014,3.39,3.56,3.2,0.36,0.176,1
"chr4",17638198,17639047,2.05,2.35,1.68,0.68,0.176,1
"chr9",123883758,123884291,2.61,2.86,2.32,0.53,0.176,1
"chr10",101690454,101691389,3.07,3.32,2.77,0.55,0.176,1
"chr17",899742,900650,3.21,3.41,2.98,0.43,0.176,1
"chr20",30945701,30947109,4.14,4.22,4.05,0.17,0.176,1
"chr10",95196896,95197512,1.92,2.27,1.47,0.8,0.176,1
"chr6",151388823,151389674,2.81,3.05,2.52,0.53,0.176,1
"chr1",231003674,231004824,3.97,4.01,3.93,0.08,0.176,1
"chr19",4471398,4472509,4.06,4.18,3.93,0.25,0.176,1
"chr7",129592205,129593085,3.1,3.31,2.85,0.46,0.176,1
"chr14",50582629,50583626,2.83,3.02,2.62,0.4,0.176,1
"chr8",145669388,145670231,3.42,3.62,3.18,0.44,0.176,1
"chr18",52495402,52496222,3.49,3.7,3.24,0.46,0.176,1
"chr6",86159446,86160440,3.47,3.67,3.24,0.43,0.176,1
"chr6",41286434,41287037,1.89,2.21,1.48,0.74,0.176,1
"chr15",44067690,44069979,4.18,4.33,4.01,0.32,0.176,1
"chr15",93374844,93375487,3.23,3.42,3,0.42,0.176,1
"chr16",27878823,27879421,2.33,2.6,1.99,0.62,0.176,1
"chr18",21851015,21852340,3.87,4.07,3.65,0.41,0.176,1
"chr11",63580620,63581651,2.7,2.98,2.36,0.62,0.176,1
"chr7",73497872,73499068,3.25,3.42,3.06,0.36,0.176,1
"chr12",125477447,125478833,3.47,3.68,3.22,0.46,0.176,1
"chr1",2120882,2121373,2.29,2.63,1.85,0.78,0.176,1
"chr17",70116742,70118191,4.2,4.32,4.06,0.26,0.176,1
"chr2",210233548,210234459,2.16,2.53,1.66,0.87,0.176,1
"chr17",38083056,38084309,3.03,3.18,2.86,0.32,0.176,1
"chr6",31782173,31782688,1.84,2.07,1.56,0.51,0.176,1
"chr7",27135061,27136766,3.48,3.61,3.33,0.27,0.176,1
"chr12",117627022,117628573,3.41,3.7,3.03,0.67,0.176,1
"chr6",76311332,76312640,3.78,3.93,3.61,0.32,0.177,1
"chr5",82767258,82767718,1.55,2.03,0.85,1.17,0.177,1
"chr10",63596853,63597467,1.35,1.77,0.74,1.03,0.177,1
"chr15",101791446,101792708,4.13,4.15,4.11,0.04,0.177,1
"chr18",61616245,61616956,2.6,2.9,2.23,0.67,0.177,1
"chr12",120972005,120973274,3.41,3.44,3.37,0.07,0.177,1
"chr13",105791622,105792806,3.57,3.76,3.36,0.39,0.177,1
"chr9",111206413,111207850,1.89,2.28,1.36,0.92,0.177,1
"chr12",13025112,13026136,3.3,3.51,3.07,0.44,0.177,1
"chr17",36955305,36956514,4.37,4.41,4.32,0.09,0.177,1
"chr16",25268587,25270013,4.36,4.59,4.1,0.49,0.177,1
"chr17",74448623,74449619,3.79,3.94,3.63,0.3,0.177,1
"chr19",13228804,13229851,3.16,3.34,2.96,0.38,0.177,1
"chr6",90062053,90062899,3.66,3.85,3.43,0.43,0.177,1
"chr4",128990114,128990438,0.71,1.26,-0.21,1.47,0.177,1
"chr22",46645769,46646936,3.05,3.25,2.82,0.44,0.177,1
"chr1",230777853,230778700,3.83,3.97,3.69,0.28,0.177,1
"chr4",7103649,7105445,3.46,3.67,3.23,0.44,0.177,1
"chr19",59030029,59031747,3.99,4.24,3.68,0.55,0.177,1
"chr4",104118939,104119915,3.07,3.35,2.71,0.64,0.177,1
"chr6",20127066,20128012,2.66,2.93,2.33,0.6,0.178,1
"chr12",122124667,122125270,2.98,3.2,2.73,0.47,0.178,1
"chr19",58330789,58331478,2.66,2.92,2.34,0.58,0.178,1
"chr12",49658238,49659474,3.53,3.7,3.33,0.38,0.178,1
"chr2",118770797,118771996,3.99,4.21,3.72,0.5,0.178,1
"chr3",102698819,102699478,2.28,2.53,1.97,0.55,0.178,1
"chr2",192082401,192084535,2.39,2.69,2.02,0.67,0.178,1
"chr7",2490904,2492346,2.9,3.12,2.64,0.48,0.178,1
"chr2",44588251,44589706,3.92,4.06,3.76,0.31,0.178,1
"chr3",5019236,5022265,6.28,6.35,6.2,0.15,0.178,1
"chr6",6546947,6547729,1.86,2.22,1.38,0.84,0.178,1
"chr8",126568372,126569678,3.55,3.75,3.32,0.44,0.178,1
"chr2",217276667,217277711,4.34,4.52,4.14,0.38,0.178,1
"chr13",53542181,53542661,1.88,2.31,1.27,1.05,0.178,1
"chr18",21594026,21595284,3.56,3.75,3.34,0.41,0.178,1
"chr14",54954637,54956081,3.27,3.4,3.13,0.27,0.178,1
"chr11",93885204,93885925,2.61,2.91,2.22,0.69,0.178,1
"chr6",7312860,7313796,3.36,3.62,3.04,0.58,0.178,1
"chr13",20437330,20438202,4.11,4.26,3.95,0.31,0.178,1
"chr10",118501500,118502965,4.96,5.13,4.77,0.36,0.178,1
"chr11",86511141,86511862,3.11,3.29,2.9,0.39,0.178,1
"chr12",7079413,7080276,2.66,2.88,2.41,0.47,0.178,1
"chr1",28696000,28696764,2.97,3.18,2.72,0.46,0.178,1
"chr16",15068376,15069855,4.06,4.22,3.87,0.36,0.178,1
"chr10",113943084,113943911,3.64,3.83,3.42,0.41,0.178,1
"chr10",5454231,5455103,3.11,3.3,2.9,0.4,0.178,1
"chr2",147579219,147579766,1.67,2.11,1.04,1.07,0.178,1
"chr9",117160123,117161163,3.63,3.81,3.43,0.38,0.178,1
"chr7",158496988,158498096,4.28,4.38,4.18,0.2,0.178,1
"chr4",123073115,123074101,3.78,3.95,3.57,0.38,0.178,1
"chr17",43128128,43129417,3,3.19,2.77,0.42,0.178,1
"chr2",98205981,98207492,2.8,3.01,2.55,0.45,0.178,1
"chr12",122110120,122111164,2.34,2.62,1.99,0.63,0.179,1
"chr14",102990827,102992011,3.59,3.78,3.36,0.42,0.179,1
"chr14",69864781,69865652,3.18,3.32,3.02,0.31,0.179,1
"chr12",32112043,32112917,3.31,3.54,3.03,0.5,0.179,1
"chr1",212732176,212733443,1.88,1.42,2.23,-0.81,0.179,1
"chr12",19282120,19283970,4.05,4.17,3.93,0.24,0.179,1
"chr11",45168036,45169208,3.58,3.71,3.44,0.27,0.179,1
"chr2",172963606,172964090,2.84,3,2.65,0.34,0.179,1
"chr7",38217409,38218404,4.44,4.57,4.3,0.27,0.179,1
"chr15",44828674,44830050,3.96,4.14,3.74,0.4,0.179,1
"chr18",46427507,46428791,2.37,2.04,2.64,-0.6,0.179,1
"chr6",53409182,53410134,3.87,4.05,3.67,0.38,0.179,1
"chr7",12699948,12700537,1.38,1.86,0.68,1.18,0.179,1
"chr1",46907897,46909246,3.38,3.56,3.17,0.39,0.179,1
"chr19",53606093,53607106,3.55,3.7,3.39,0.32,0.179,1
"chr11",133814936,133815781,2.01,2.31,1.64,0.67,0.179,1
"chr10",3827233,3827993,4.2,4.2,4.2,0,0.179,1
"chr19",10981495,10982685,4.34,4.45,4.22,0.23,0.179,1
"chr8",131455368,131457402,3.88,4.04,3.71,0.32,0.179,1
"chr2",114040578,114041920,3.32,3.46,3.16,0.3,0.179,1
"chr2",71174124,71176033,2.78,3.05,2.46,0.59,0.179,1
"chr20",523873,524955,3.88,3.99,3.76,0.23,0.179,1
"chr12",31885873,31886809,3.36,3.59,3.1,0.49,0.179,1
"chr1",2477057,2480349,4.66,4.81,4.49,0.32,0.179,1
"chr4",47487037,47487740,3.28,3.53,2.96,0.57,0.179,1
"chr15",101261808,101262708,2.95,3.26,2.55,0.72,0.179,1
"chr11",111472701,111473806,4.79,4.85,4.74,0.11,0.179,1
"chr9",15552111,15553636,4.16,4.33,3.98,0.35,0.179,1
"chr13",26795718,26796756,3.76,3.94,3.57,0.37,0.18,1
"chr12",57855538,57856747,3.26,3.42,3.09,0.32,0.18,1
"chr16",10673689,10674816,3.67,3.88,3.43,0.46,0.18,1
"chr16",85061001,85062498,3.88,4.08,3.64,0.45,0.18,1
"chr7",130578883,130579581,3.14,3.4,2.81,0.59,0.18,1
"chr10",102772537,102773233,3.17,3.38,2.92,0.47,0.18,1
"chr11",66056364,66057177,3.65,3.79,3.5,0.29,0.18,1
"chr19",40948918,40950884,4.37,4.53,4.18,0.35,0.18,1
"chr6",97544740,97545878,2.44,2.22,2.64,-0.42,0.18,1
"chr11",45273447,45274426,2.6,2.89,2.23,0.66,0.18,1
"chr1",223307019,223307548,2.91,3.01,2.8,0.21,0.18,1
"chr9",79791839,79793469,4.83,4.99,4.65,0.34,0.18,1
"chr15",44084120,44086115,3.99,4.08,3.89,0.19,0.18,1
"chr12",10869106,10869800,2.04,2.37,1.61,0.77,0.18,1
"chr8",33329383,33331067,4.38,4.53,4.21,0.32,0.18,1
"chr19",46144305,46146474,3.84,4.02,3.64,0.37,0.18,1
"chr1",84944726,84945685,2.87,3.14,2.53,0.61,0.18,1
"chr3",149469945,149470652,2.69,2.92,2.41,0.51,0.18,1
"chr2",25563799,25565669,4.02,4.22,3.8,0.42,0.18,1
"chr16",89881722,89883438,3.79,3.86,3.71,0.15,0.18,1
"chr1",157015323,157016168,3.64,3.81,3.46,0.34,0.18,1
"chr5",89392412,89393155,1.95,2.4,1.27,1.13,0.18,1
"chr11",86451608,86452109,2.01,2.28,1.68,0.6,0.18,1
"chr5",68484945,68486159,3.31,3.57,2.99,0.58,0.18,1
"chr3",134026965,134027623,2.22,2.43,1.97,0.46,0.18,1
"chr17",79068565,79069140,2.99,3.16,2.81,0.35,0.18,1
"chr12",58119730,58120671,3.51,3.68,3.32,0.36,0.18,1
"chr1",17026744,17028146,4.61,4.77,4.42,0.35,0.18,1
"chr3",135995962,135997246,2.86,3.12,2.54,0.58,0.18,1
"chr2",74648485,74649608,3.18,3.34,3,0.34,0.181,1
"chr1",203274195,203275891,3.84,3.91,3.75,0.16,0.181,1
"chr3",14185418,14186478,2.47,2.77,2.09,0.68,0.181,1
"chr19",18547781,18549583,3.85,4.01,3.65,0.36,0.181,1
"chr18",47812954,47814703,4.41,4.59,4.2,0.39,0.181,1
"chr6",80254580,80255174,2.3,2.62,1.88,0.74,0.181,1
"chr12",108154355,108155291,4.03,4.13,3.91,0.22,0.181,1
"chrX",101186391,101187304,2.98,3.13,2.82,0.3,0.181,1
"chr10",734699,736242,3.65,3.79,3.51,0.28,0.181,1
"chr16",19009991,19010513,2.18,2.45,1.84,0.61,0.181,1
"chr19",14886785,14887991,2.41,2.73,1.99,0.74,0.181,1
"chr15",101458119,101460146,4.03,4.19,3.86,0.33,0.181,1
"chr11",66247431,66248281,3.37,3.57,3.13,0.44,0.181,1
"chrX",21857407,21858162,1.9,2.31,1.3,1.01,0.181,1
"chr7",28893686,28894247,2.58,2.84,2.26,0.57,0.181,1
"chr2",220462096,220463135,3.87,4.04,3.68,0.37,0.181,1
"chr9",98079150,98080187,3.34,3.53,3.12,0.41,0.181,1
"chr6",125622640,125623441,3.03,3.18,2.86,0.32,0.181,1
"chr20",42583787,42584742,2.47,2.72,2.16,0.56,0.181,1
"chr9",79626825,79628010,2.81,2.98,2.61,0.37,0.181,1
"chr3",119962694,119963571,1.72,2.07,1.25,0.83,0.181,1
"chr17",7142626,7143300,3.38,3.48,3.26,0.23,0.181,1
"chr4",38162320,38163010,2.31,2.56,2,0.55,0.181,1
"chr4",139011196,139012349,2.03,2.39,1.55,0.84,0.181,1
"chr19",56110207,56111869,4.6,4.7,4.5,0.19,0.181,1
"chr13",73301269,73302335,4.38,4.53,4.21,0.31,0.181,1
"chr8",142010314,142012487,4.85,5,4.68,0.32,0.181,1
"chr9",128521471,128522127,2.13,2.37,1.85,0.51,0.181,1
"chr16",46391294,46394016,5.12,5.27,4.95,0.32,0.181,1
"chr9",84946757,84947349,1.12,1.64,0.3,1.33,0.181,1
"chr12",7070476,7072449,3.96,4.12,3.78,0.34,0.181,1
"chr1",225117050,225118185,3.65,3.82,3.45,0.37,0.181,1
"chr1",32538209,32539163,3.59,3.78,3.37,0.4,0.181,1
"chr10",114391239,114391817,2.31,2.57,1.98,0.59,0.182,1
"chr21",46707585,46708233,2.94,3.07,2.8,0.27,0.182,1
"chr5",59995316,59996516,4.01,4.16,3.84,0.32,0.182,1
"chr6",31367364,31368611,2.79,3.06,2.45,0.61,0.182,1
"chr7",25990508,25991345,3.41,3.57,3.22,0.35,0.182,1
"chr4",174102935,174104478,2.65,2.82,2.46,0.35,0.182,1
"chr16",4665990,4666735,4.06,4.16,3.96,0.2,0.182,1
"chr1",11072165,11073336,3.64,3.79,3.46,0.33,0.182,1
"chr1",6259180,6260146,3.32,3.5,3.11,0.39,0.182,1
"chr10",8095238,8096753,3.95,4.07,3.81,0.26,0.182,1
"chr19",34849962,34850681,3.56,3.77,3.32,0.45,0.182,1
"chr6",64345347,64346874,4.22,4.36,4.06,0.29,0.182,1
"chr20",42285907,42286823,3,3.28,2.64,0.64,0.182,1
"chr20",20692782,20693849,4.25,4.36,4.13,0.22,0.182,1
"chr18",56338134,56339358,4.1,4.27,3.91,0.36,0.182,1
"chr4",74733626,74736295,3.56,3.78,3.31,0.47,0.182,1
"chr6",32095831,32096749,2.85,3.13,2.52,0.6,0.182,1
"chr14",91883707,91885305,3.53,3.7,3.35,0.35,0.182,1
"chr9",104211305,104212337,3.61,3.77,3.44,0.32,0.182,1
"chr12",56435103,56436004,3.33,3.55,3.08,0.47,0.182,1
"chr2",31360210,31361796,3.12,3.35,2.83,0.52,0.182,1
"chr11",71163946,71164666,2.87,3.06,2.65,0.41,0.182,1
"chr7",19156261,19157447,3.02,3.11,2.91,0.2,0.182,1
"chr11",62553883,62555159,3.58,3.74,3.39,0.35,0.182,1
"chr19",50379673,50381503,4.66,4.76,4.55,0.21,0.182,1
"chr15",75134940,75135815,3.39,3.55,3.21,0.34,0.182,1
"chr6",16711773,16712133,1.54,1.97,0.91,1.06,0.183,1
"chr17",4900674,4901603,3.72,3.79,3.64,0.15,0.183,1
"chr5",89824966,89826073,4.1,4.24,3.94,0.3,0.183,1
"chr2",73052430,73053413,3.35,3.48,3.22,0.26,0.183,1
"chr9",119311535,119312586,2.91,2.75,3.05,-0.31,0.183,1
"chr11",76091620,76092520,3.73,3.84,3.61,0.23,0.183,1
"chr1",83030778,83031582,1.78,2.08,1.41,0.67,0.183,1
"chr3",111686519,111686892,1.31,1.72,0.72,1,0.183,1
"chr9",106855492,106857063,4.47,4.66,4.26,0.4,0.183,1
"chr9",124855051,124855938,3.17,3.32,2.99,0.32,0.183,1
"chr5",58334702,58335807,2.87,3.14,2.54,0.61,0.183,1
"chr1",181220092,181221033,1.65,2,1.19,0.81,0.183,1
"chr9",140195648,140197154,3.33,3.55,3.07,0.47,0.183,1
"chr16",2581771,2582866,3.52,3.71,3.31,0.39,0.183,1
"chr10",103411043,103411785,1.25,0.52,1.73,-1.2,0.183,1
"chr17",78074978,78075803,3.37,3.56,3.15,0.41,0.183,1
"chr8",130895995,130896490,1.95,2.31,1.47,0.85,0.183,1
"chr3",118959287,118960673,4.03,4.21,3.82,0.39,0.183,1
"chr3",48470603,48471768,2.83,3.05,2.59,0.46,0.183,1
"chr16",46722404,46724225,4.84,5,4.64,0.36,0.183,1
"chr12",52607246,52607929,1.92,2.22,1.55,0.67,0.183,1
"chr18",22006350,22007760,3.57,3.72,3.42,0.3,0.183,1
"chr10",49812735,49813440,2.21,2.55,1.76,0.8,0.183,1
"chr2",105796119,105797111,1.8,2.13,1.37,0.76,0.183,1
"chr13",29292443,29293450,3.82,3.97,3.65,0.32,0.183,1
"chr18",18821920,18823031,3.06,3.31,2.76,0.55,0.183,1
"chr1",155931610,155932564,2.54,2.77,2.27,0.5,0.183,1
"chr7",114870772,114871627,2.77,2.91,2.61,0.29,0.183,1
"chr10",124027512,124027972,1.85,2.25,1.29,0.97,0.183,1
"chr12",100557549,100558108,2.47,2.79,2.07,0.72,0.183,1
"chr17",25675552,25676871,3.3,3.44,3.13,0.31,0.183,1
"chr4",142267273,142267707,0.86,-0.07,1.42,-1.49,0.183,1
"chr17",8788384,8789664,3.4,3.58,3.2,0.39,0.183,1
"chr12",56521558,56523129,3.96,4.07,3.84,0.23,0.184,1
"chr1",121483281,121485540,7.31,7.36,7.25,0.11,0.184,1
"chr18",60006575,60007507,1.44,1.84,0.91,0.93,0.184,1
"chr12",26392241,26393124,1.7,1.32,2,-0.68,0.184,1
"chr7",127983480,127984186,2.78,3.03,2.49,0.54,0.184,1
"chr6",127963081,127963572,1.29,1.79,0.51,1.29,0.184,1
"chr6",96968023,96968470,2.42,2.82,1.86,0.96,0.184,1
"chr10",28821276,28823059,4.31,4.44,4.16,0.28,0.184,1
"chr10",126315438,126316125,2.77,2.93,2.58,0.36,0.184,1
"chr6",88410503,88412457,4.75,4.86,4.63,0.23,0.184,1
"chr19",55972414,55973520,3.79,3.98,3.59,0.39,0.184,1
"chr19",2944705,2945535,3.22,3.44,2.96,0.49,0.184,1
"chr8",144416562,144417357,3.72,3.87,3.56,0.31,0.184,1
"chr12",112036314,112037767,3.75,3.97,3.5,0.47,0.184,1
"chr14",54907582,54908440,3.37,3.47,3.25,0.22,0.184,1
"chr8",9413111,9414277,3.98,4.11,3.84,0.26,0.184,1
"chr6",27719899,27722171,3.11,3.34,2.85,0.49,0.184,1
"chr7",6543103,6544401,4.03,4.1,3.95,0.15,0.184,1
"chr11",6255580,6256646,5.35,5.5,5.19,0.31,0.184,1
"chr2",19557535,19558682,2.38,2.71,1.97,0.74,0.184,1
"chr1",169082870,169083349,2.13,2.54,1.57,0.97,0.184,1
"chr7",92384431,92384953,2.13,2.08,2.18,-0.1,0.184,1
"chr3",38494834,38497183,4.76,4.85,4.66,0.19,0.184,1
"chr2",122042149,122043106,3.48,3.74,3.16,0.58,0.184,1
"chr21",34601937,34603186,2.91,3.13,2.66,0.46,0.184,1
"chr2",50718625,50719965,2.6,2.85,2.3,0.54,0.184,1
"chr15",44580238,44581536,3.39,3.51,3.25,0.26,0.184,1
"chr18",12990913,12991782,3.66,3.87,3.42,0.45,0.184,1
"chr12",65174100,65175606,3.56,3.69,3.41,0.28,0.184,1
"chr1",234735477,234736229,3.09,3.27,2.89,0.38,0.185,1
"chr1",247373557,247375031,3.81,4.02,3.55,0.47,0.185,1
"chr1",27021913,27024665,5.57,5.55,5.58,-0.03,0.185,1
"chr3",194392226,194393580,3.03,3.28,2.72,0.55,0.185,1
"chrX",108297241,108297971,4.93,4.92,4.95,-0.03,0.185,1
"chr2",226983172,226984113,2.69,2.91,2.44,0.47,0.185,1
"chr17",62339732,62340972,3.63,3.81,3.41,0.39,0.185,1
"chr8",54857458,54858420,2.72,3.07,2.25,0.82,0.185,1
"chr4",48832782,48833550,3.55,3.67,3.41,0.26,0.185,1
"chr1",227002626,227003261,2.53,2.71,2.31,0.4,0.185,1
"chr13",80914542,80915908,4.61,4.62,4.6,0.02,0.185,1
"chr1",43814363,43815437,3.8,3.92,3.67,0.26,0.185,1
"chr1",183129054,183129544,2.15,2.48,1.71,0.77,0.185,1
"chr7",2671159,2671903,3.93,3.98,3.87,0.11,0.185,1
"chr13",65707029,65707674,1.28,1.74,0.61,1.14,0.185,1
"chr1",19252951,19254069,2.77,2.96,2.55,0.41,0.185,1
"chr11",113184982,113185920,4.26,4.42,4.08,0.34,0.185,1
"chr17",70461501,70462554,3.34,3.58,3.04,0.54,0.185,1
"chr12",31271517,31272509,1.45,0.75,1.92,-1.17,0.185,1
"chr8",108509376,108510259,1.59,1.79,1.36,0.43,0.185,1
"chr15",65325341,65326058,2.02,2.28,1.71,0.57,0.185,1
"chr14",35182892,35184181,3.37,3.51,3.21,0.3,0.185,1
"chr8",104219537,104220631,3.03,3.25,2.77,0.47,0.185,1
"chr1",154908923,154910083,3.59,3.69,3.47,0.22,0.185,1
"chr1",100231158,100232429,2.37,2.68,1.97,0.71,0.185,1
"chr11",75061870,75063519,3.42,3.54,3.29,0.25,0.185,1
"chr8",70602155,70602746,5.37,5.34,5.4,-0.05,0.185,1
"chr1",16562644,16563938,3.32,3.49,3.13,0.35,0.185,1
"chr7",65563883,65565701,3.5,3.67,3.32,0.35,0.186,1
"chr2",37193113,37194251,4.77,4.89,4.64,0.25,0.186,1
"chr22",51020781,51021785,3.86,4,3.69,0.31,0.186,1
"chr3",67704369,67705427,4.04,4.27,3.76,0.51,0.186,1
"chr8",91657175,91658720,5.25,5.4,5.08,0.31,0.186,1
"chr13",42621946,42623630,3.77,3.97,3.53,0.43,0.186,1
"chr13",80850539,80850996,1.07,1.49,0.48,1.02,0.186,1
"chr22",36783318,36784623,4.28,4.41,4.13,0.27,0.186,1
"chr5",147836434,147837203,1.49,1.88,0.96,0.93,0.186,1
"chr1",118155223,118156711,1.81,2.21,1.27,0.93,0.186,1
"chr13",50698047,50700276,4.97,4.97,4.96,0.01,0.186,1
"chr22",38453034,38453971,2.67,2.86,2.46,0.4,0.186,1
"chr16",14580433,14581133,3.55,3.71,3.37,0.34,0.186,1
"chr10",52499253,52500254,3.09,3.35,2.78,0.57,0.186,1
"chr3",133943079,133943779,1.6,2,1.03,0.97,0.186,1
"chr8",23314594,23315696,3.74,3.83,3.64,0.19,0.186,1
"chr4",98948964,98949425,1.13,1.64,0.35,1.3,0.186,1
"chr2",109335415,109336398,3.47,3.61,3.32,0.29,0.186,1
"chr3",161067490,161068165,2.47,2.77,2.08,0.69,0.186,1
"chr10",86373102,86373832,3,3.22,2.73,0.49,0.186,1
"chr11",124492109,124493211,3.09,3.36,2.77,0.59,0.186,1
"chr1",155531988,155534079,3.68,3.84,3.51,0.33,0.186,1
"chr5",150035968,150037042,2.8,3.02,2.53,0.48,0.186,1
"chr7",131240695,131241784,3.63,3.81,3.42,0.39,0.186,1
"chr8",79933168,79933577,1.5,1.96,0.84,1.12,0.186,1
"chr13",21099181,21100460,3.25,3.45,3.01,0.44,0.186,1
"chr16",30345953,30346962,3.02,3.22,2.79,0.43,0.186,1
"chr6",11232395,11233230,3.56,3.67,3.45,0.22,0.187,1
"chr2",1542423,1542900,1.61,2.15,0.73,1.42,0.187,1
"chr15",75493923,75495227,3.75,3.88,3.61,0.26,0.187,1
"chr6",159220206,159220743,1.86,2.19,1.42,0.77,0.187,1
"chr17",882455,883450,3.56,3.64,3.47,0.17,0.187,1
"chr19",48018079,48018930,3.69,3.79,3.58,0.21,0.187,1
"chr3",42304794,42305287,1.73,2.12,1.19,0.93,0.187,1
"chr13",35516026,35517392,3.66,3.81,3.5,0.31,0.187,1
"chr2",178261527,178262712,2.23,2.06,2.39,-0.33,0.187,1
"chr2",131113081,131114018,3.7,3.94,3.4,0.54,0.187,1
"chr15",80188823,80189783,3.67,3.85,3.47,0.38,0.187,1
"chr20",42219063,42219865,3.43,3.59,3.24,0.35,0.187,1
"chr13",108518349,108519848,1.79,2.16,1.28,0.89,0.187,1
"chr2",139509853,139510658,1.49,1.93,0.86,1.07,0.187,1
"chr7",43622186,43623357,4.47,4.61,4.32,0.29,0.187,1
"chr3",141867814,141868597,2.89,3.15,2.56,0.59,0.187,1
"chr5",95046239,95048525,3.46,3.61,3.29,0.32,0.187,1
"chr15",31507568,31508971,3.58,3.74,3.4,0.35,0.187,1
"chr5",1973583,1974176,2.11,2.48,1.61,0.88,0.187,1
"chr12",122277143,122277873,3.33,3.48,3.17,0.31,0.187,1
"chr9",139221730,139222738,2.16,2.47,1.77,0.71,0.187,1
"chr9",129566995,129568330,2.97,3.14,2.79,0.35,0.187,1
"chr8",126137810,126138491,2.89,3.18,2.52,0.66,0.187,1
"chr12",58165402,58166610,3.67,3.87,3.44,0.43,0.187,1
"chr1",97991071,97991859,1.44,1.86,0.85,1.01,0.187,1
"chr4",111117368,111118181,2.9,3.13,2.63,0.5,0.187,1
"chr15",31780740,31781403,2,2.44,1.36,1.07,0.188,1
"chr6",18264278,18265266,3.99,4.08,3.88,0.2,0.188,1
"chr15",74906922,74908428,3.8,3.96,3.62,0.34,0.188,1
"chr4",57842865,57846007,4.61,4.77,4.42,0.35,0.188,1
"chr7",5601782,5603512,3.75,3.87,3.62,0.25,0.188,1
"chr12",64173330,64174173,3.65,3.83,3.45,0.37,0.188,1
"chr18",57450276,57450875,2.4,2.72,1.99,0.73,0.188,1
"chr16",70332900,70333637,1.88,2.23,1.41,0.82,0.188,1
"chr10",112440815,112441214,1.13,1.68,0.24,1.44,0.188,1
"chr19",14315633,14318685,3.62,3.74,3.48,0.26,0.188,1
"chr5",54455506,54457017,2.46,2.78,2.05,0.73,0.188,1
"chr4",177116401,177117049,3.25,3.5,2.95,0.55,0.188,1
"chr9",35161715,35162539,3.45,3.62,3.26,0.36,0.188,1
"chr10",97415856,97416872,3.55,3.71,3.36,0.35,0.188,1
"chr5",167728667,167729512,2.86,3.16,2.49,0.67,0.188,1
"chr19",4374576,4375534,2.38,2.65,2.04,0.6,0.188,1
