"combineID"	"logFC"	"P.Value"	"adj.P.Val"	"Gene.symbol"	"GSE41258"	"GSE14297"	"GSE35834"
"gene_737"	0.493739078683943	0.0248359045411834	0.191315268758389	"ALDH1A1"	"212224_at"	50100	"216_at"
"gene_3153"	-0.228468536792178	0.0248743363198804	0.191435090671781	"CENPA"	"210821_x_at"	6560056	"1058_at"
"gene_12720"	-0.293458149062575	0.0248768959177521	0.191435090671781	"PFDN4"	"205362_s_at"	3190343	"5203_at"
"gene_4379"	0.39044796626499	0.0249015732310086	0.191492163206053	"DBH"	"206450_at"	4760438	"1621_at"
"gene_12952"	-0.219991081590709	0.0249131835685223	0.191492163206053	"PIP5K1B"	"205632_s_at"	6620592	"8395_at"
"gene_7207"	-0.327552626748665	0.024935049795867	0.191492163206053	"GSTCD"	"220063_at"	6020592	"79807_at"
"gene_8475"	-0.301427707142175	0.0249352006300733	0.191492163206053	"ITGA5"	"201389_at"	4180398	"3678_at"
"gene_7773"	-0.340289257345069	0.0250076025015338	0.191806856224179	"HRH1"	"205580_s_at"	5310286	"3269_at"
"gene_7308"	-0.237272394677666	0.0250130487437269	0.191806856224179	"H2AFV"	"212205_at"	2850612	"94239_at"
"gene_17132"	0.126688058565946	0.025018543971837	0.191806856224179	"SSH1"	"221753_at"	5420463	"54434_at"
"gene_11184"	-0.593461312755161	0.0250271502540717	0.191806856224179	"NFIB"	"213033_s_at"	5390600	"4781_at"
"gene_18206"	-0.185401899294237	0.0250891230726553	0.192129371046909	"TMEM14A"	"218477_at"	2260392	"28978_at"
"gene_15560"	-0.35934563579239	0.0251103768733578	0.192129371046909	"SCAMP1"	"206667_s_at"	2350674	"9522_at"
"gene_17393"	-0.446103748407149	0.0251484708293007	0.192129371046909	"SULF1"	"212354_at"	7050703	"23213_at"
"gene_2375"	-0.188519884072345	0.0251500606899414	0.192129371046909	"CALM1"	"209563_x_at"	1990762	"801_at"
"gene_16492"	0.441968428432849	0.0251758956942249	0.192129371046909	"SLCO2B1"	"211557_x_at"	770328	"11309_at"
"gene_16212"	0.362055590972145	0.0251766431403773	0.192129371046909	"SLC22A7"	"220554_at"	20600	"10864_at"
"gene_17037"	-0.202375418006227	0.0251923674071104	0.192129371046909	"SPTLC1"	"202277_at"	3290397	"10558_at"
"gene_10394"	-0.755600023499431	0.0251934735845179	0.192129371046909	"MME"	"203434_s_at"	240608	"4311_at"
"gene_11354"	0.220294846306663	0.0251949150629407	0.192129371046909	"NOL3"	"59625_at"	7320703	"8996_at"
"gene_1493"	-0.31629728018952	0.0251968760594338	0.192129371046909	"ATP10B"	"220920_at"	2630484	"23120_at"
"gene_4251"	0.24394354463126	0.0252637563891527	0.192541803123811	"CYLD"	"221905_at"	4010112	"1540_at"
"gene_16381"	0.246047774385164	0.0253019178628176	0.19257109297914	"SLC4A2"	"202111_at"	5090673	"6522_at"
"gene_7281"	-0.268644341491738	0.02530236938939	0.19257109297914	"GUCY1B3"	"203817_at"	6450162	"2983_at"
"gene_2654"	-0.482782604355083	0.0253114588429474	0.19257109297914	"CCL24"	"221463_at"	20377	"6369_at"
"gene_11390"	-0.46528328092215	0.0253187744489581	0.19257109297914	"NOX1"	"207217_s_at"	6650309	"27035_at"
"gene_5624"	-0.237009716648328	0.0253453377242807	0.192675769407007	"ESPL1"	"204817_at"	1500528	"9700_at"
"gene_10245"	-0.179266912257537	0.0253943630569821	0.192951010971072	"METTL5"	"221570_s_at"	6290475	"29081_at"
"gene_13339"	0.419097864912973	0.0254226835212431	0.193068734794022	"POR"	"208928_at"	650349	"677801_at"
"gene_11179"	-0.273236439896381	0.0254601391163629	0.193255609260313	"NFE2L2"	"201146_at"	6580075	"4780_at"
"gene_6079"	-0.229249734109729	0.0254729689591058	0.193255609260313	"FHL2"	"202949_s_at"	7650441	"2274_at"
"gene_2135"	-0.274405791292483	0.0255017652146298	0.193376609577132	"BTG2"	"201236_s_at"	110390	"7832_at"
"gene_6898"	-0.187539009783755	0.0255383029986199	0.193490825916066	"GNLY"	"205495_s_at"	2900463	"10578_at"
"gene_16441"	-0.429795341879693	0.0255425372771209	0.193490825916066	"SLC7A11"	"207528_s_at"	2970646	"23657_at"
"gene_1448"	-0.236903305318145	0.0255800620254033	0.193677612478053	"ATF6"	"203952_at"	460685	"22926_at"
"gene_16508"	-0.371932367826317	0.0256072647209921	0.193786097828242	"SLIT3"	"203813_s_at"	5890398	"6586_at"
"gene_13296"	-0.192655056777457	0.0256891887835252	0.194152633561253	"POLR2C"	"214263_x_at"	6290025	"5432_at"
"gene_14380"	-0.2256506389378	0.0257143892966996	0.194152633561253	"RAD17"	"210826_x_at"	2810017	"5884_at"
"gene_18204"	-0.321036469478871	0.0257163728836613	0.194152633561253	"TMEM144"	"219750_at"	6040369	"55314_at"
"gene_13009"	-0.191563608326496	0.0257286404843589	0.194152633561253	"PKMYT1"	"204267_x_at"	150600	"9088_at"
"gene_1483"	-0.202587184865894	0.0257302235351012	0.194152633561253	"ATM"	"210858_x_at"	4260392	"472_at"
"gene_6450"	-0.198677322403192	0.0257330922106498	0.194152633561253	"GALNT10"	"212256_at"	5720162	"55568_at"
"gene_10599"	0.347981823811667	0.025827948658728	0.19477068297153	"MSR1"	"208422_at"	7200438	"4481_at"
"gene_19365"	-0.249500768484154	0.0259201508566214	0.195111313736014	"VPS13A"	"214785_at"	6900392	"23230_at"
"gene_3987"	-0.50915666564652	0.0259224686181467	0.195111313736014	"CSF3"	"207442_at"	1450131	"1440_at"
"gene_15602"	-0.214765728389838	0.0259230081427013	0.195111313736014	"SCMH1"	"221216_s_at"	6480201	"22955_at"
"gene_812"	0.316332937577103	0.0259249686069644	0.195111313736014	"ALOX5"	"204446_s_at"	6900465	"240_at"
"gene_9690"	0.390721229542824	0.0259458355868107	0.195170773239718	"MAF"	"206363_at"	6400369	"4094_at"
"gene_11015"	-0.177664042102153	0.0260376403575282	0.195740717079002	"NDUFB5"	"203621_at"	3930148	"4711_at"
"gene_2533"	-0.228398822390452	0.0260517207690898	0.195740717079002	"CASP6"	"211464_x_at"	5860113	"839_at"
"gene_3251"	-0.228150696762921	0.0260606163318044	0.195740717079002	"CHCHD3"	"217972_at"	5050747	"54927_at"
"gene_15000"	-0.256834421478175	0.0260862281149025	0.195806580186638	"ROCK2"	"211504_x_at"	50521	"9475_at"
"gene_12698"	0.258767065855973	0.0260954025946317	0.195806580186638	"PEX16"	"221603_at"	3800747	"9409_at"
"gene_15131"	-0.145942493231569	0.026112449307069	0.195836864459393	"RPL3"	"211666_x_at"	1500437	"6122_at"
"gene_4800"	-0.20765884826895	0.0261686373359712	0.196160522500517	"DNAJC7"	"202416_at"	1770546	"7266_at"
"gene_18460"	-0.246289019589514	0.0262406779367033	0.19660263031521	"TPM1"	"210986_s_at"	510632	"7168_at"
"gene_11609"	-0.239127048428529	0.0262600457227445	0.196612889461177	"NT5DC2"	"218051_s_at"	7650711	"64943_at"
"gene_17549"	-0.309352305368557	0.0262768359427806	0.196612889461177	"TACC3"	"218308_at"	2630544	"10460_at"
"gene_5414"	-0.397135743911646	0.0263217700319449	0.196612889461177	"EMP1"	"201325_s_at"	7650156	"2012_at"
"gene_7543"	0.289975212560717	0.0263224797096538	0.196612889461177	"HIP1R"	"209558_s_at"	3130392	"9026_at"
"gene_13927"	0.247140431416685	0.0263314018400133	0.196612889461177	"PTAFR"	"206278_at"	3310646	"5724_at"
"gene_1832"	0.265580981602795	0.0263333445693355	0.196612889461177	"BBS10"	"219487_at"	1990221	"79738_at"
"gene_8266"	-0.538023171932587	0.0263334829360705	0.196612889461177	"IL6"	"205207_at"	3440500	"3569_at"
"gene_6132"	0.421867470367963	0.0264235726535521	0.197158059856446	"FLRT3"	"219250_s_at"	5860309	"23767_at"
"gene_7971"	0.517175915673469	0.0264379903431226	0.197158059856446	"ICAM4"	"207194_s_at"	1430673	"3386_at"
"gene_8343"	0.288815576816317	0.0264503992808877	0.197158059856446	"INHBC"	"207687_at"	2350470	"3626_at"
"gene_7189"	-0.176341850725273	0.0264588945595284	0.197158059856446	"GRSF1"	"215030_at"	2260070	"2926_at"
"gene_18423"	-0.513130659767594	0.0265227361244072	0.197535984237792	"TP53"	"211300_s_at"	5900056	"7157_at"
"gene_14658"	-0.339450570382327	0.0266217332716703	0.198175236995639	"RCN2"	"201485_s_at"	6290324	"5955_at"
"gene_14820"	0.364770540681125	0.0266828356988898	0.198531904567321	"RGS4"	"204337_at"	1400709	"5999_at"
"gene_5458"	-0.1952656593156	0.0267013485538336	0.198571491320308	"ENTPD1"	"209473_at"	1170475	"953_at"
"gene_13159"	-0.5186683403483	0.0267249028479602	0.198648512428394	"PLN"	"204940_at"	1440300	"5350_at"
"gene_3163"	-0.294890102762096	0.0267512307079892	0.198670162869266	"CENPN"	"219555_s_at"	3400180	"55839_at"
"gene_18544"	-0.176304338976346	0.0267542134026044	0.198670162869266	"TRAP1"	"201391_at"	160736	"10131_at"
"gene_556"	-0.357864081739082	0.0268138376668554	0.199014735977075	"AGPS"	"205401_at"	2450484	"8540_at"
"gene_4279"	0.310276087832344	0.0268367099417146	0.199043457932647	"CYP2A7"	"207718_x_at"	4640184	"1549_at"
"gene_7399"	0.284093829257279	0.0268485472650178	0.199043457932647	"HDAC5"	"202455_at"	2630040	"10014_at"
"gene_17139"	-0.252315260566042	0.0268573786248477	0.199043457932647	"SSR1"	"200889_s_at"	2710189	"6745_at"
"gene_2732"	-0.206546458809635	0.0269014597099625	0.199272033245253	"CCT8"	"210436_at"	360692	"10694_at"
"gene_2232"	-0.487246233910149	0.0269384660127357	0.199448003159713	"CA12"	"215867_x_at"	4180524	"771_at"
"gene_11986"	-0.218177233566891	0.0269659413025254	0.199479935402167	"PAFAH2"	"205232_s_at"	6100364	"5051_at"
"gene_16087"	0.330340403735172	0.0269692843836972	0.199479935402167	"SLA"	"203760_s_at"	1740291	"6503_at"
"gene_2804"	-0.267922617947002	0.0269958539448277	0.199529183230062	"CD44"	"209835_x_at"	4060605	"960_at"
"gene_1165"	0.286321488942668	0.0270024545734545	0.199529183230062	"AR"	"211621_at"	5050386	"367_at"
"gene_3188"	-0.211082853462775	0.0270601704202624	0.199783442484065	"CEP57"	"209862_s_at"	6370445	"9702_at"
"gene_12758"	-0.393840958382961	0.0270698318537891	0.199783442484065	"PGM5"	"208491_s_at"	2570129	"5239_at"
"gene_9349"	-0.305275998847238	0.0270766823457011	0.199783442484065	"LIMA1"	"217892_s_at"	150543	"51474_at"
"gene_12933"	0.218212436064991	0.0271375625941819	0.199998359084039	"PIM1"	"209193_at"	780392	"5292_at"
"gene_2234"	-0.516154428767746	0.0271398362317772	0.199998359084039	"CA12"	"203963_at"	4180524	"771_at"
"gene_965"	-0.387370474101853	0.0271544065488801	0.199998359084039	"ANTXR1"	"220093_at"	5340754	"84168_at"
"gene_534"	-0.213055656491313	0.027158958674447	0.199998359084039	"AGGF1"	"218534_s_at"	2100605	"55109_at"
"gene_15341"	-0.216853623630088	0.0272063057489834	0.200169496688082	"RTEL1"	"213829_x_at"	3370167	"51750_at"
"gene_1989"	-0.208306987806455	0.027208795523772	0.200169496688082	"BLM"	"205733_at"	5910390	"641_at"
"gene_13870"	-0.156785827931968	0.0272599303295155	0.200447714372187	"PSMB2"	"200039_s_at"	1190161	"5690_at"
"gene_359"	-0.373696053540374	0.0273958854987208	0.201252790100189	"ADAM15"	"217007_s_at"	3990709	"8751_at"
"gene_13338"	0.295037217770832	0.0273961577807126	0.201252790100189	"POR"	"208928_at"	650349	"5447_at"
"gene_7720"	0.249444548625279	0.0274442369384279	0.201507636291325	"HOXC8"	"221350_at"	4810332	"3224_at"
"gene_14384"	-0.213031809941148	0.0274633361984951	0.201519799921525	"RAD17"	"207405_s_at"	5310332	"5884_at"
"gene_9508"	-0.198055169376465	0.0274784924872994	0.201519799921525	"LRRC59"	"222231_s_at"	1340634	"55379_at"
"gene_6066"	0.146019396011368	0.0274860582805534	0.201519799921525	"FGFR4"	"204579_at"	3990356	"2264_at"
"gene_7785"	-0.198660542889578	0.0275820841699499	0.202125380197705	"HS2ST1"	"203284_s_at"	3190102	"9653_at"
"gene_16036"	0.296220868270541	0.0276012201279609	0.202167185092977	"SIRPA"	"202895_s_at"	1170497	"140885_at"
"gene_14174"	0.180458574497152	0.0276214615663332	0.202217042556638	"PUS3"	"221277_s_at"	730497	"83480_at"
"gene_10600"	0.343850589545	0.0276621549547032	0.202416507719102	"MSR1"	"208422_at"	7610215	"4481_at"
"gene_19020"	-0.210971808457232	0.0276947547133169	0.202475682054982	"UBE4B"	"215533_s_at"	6900020	"10277_at"
"gene_18955"	-0.165603151532803	0.0276971451867664	0.202475682054982	"UBE2D2"	"201344_at"	60647	"7322_at"
"gene_5929"	-0.278186440034438	0.0277292925815915	0.202548846179691	"FBXO5"	"218875_s_at"	7160731	"26271_at"
"gene_3123"	-0.272589996038505	0.0277523793982893	0.202548846179691	"CEACAM5"	"201884_at"	4590692	"1048_at"
"gene_9855"	-0.183954032048174	0.0277524064258098	0.202548846179691	"MAP7"	"202890_at"	60255	"9053_at"
"gene_7357"	-0.264321929058717	0.0277638554173499	0.202548846179691	"HAT1"	"203138_at"	2000356	"8520_at"
"gene_9163"	-0.130219456911435	0.0277744365210525	0.202548846179691	"LANCL2"	"218219_s_at"	6980725	"55915_at"
"gene_13982"	-0.290519134046495	0.0278096630308593	0.202707529269004	"PTGER3"	"213933_at"	4070524	"5733_at"
"gene_16528"	-0.328830971207132	0.0278296081384115	0.202754724927091	"SMAD4"	"202526_at"	3060523	"4089_at"
"gene_12700"	0.149600400304212	0.0278458934678463	0.202775224227394	"PEX16"	"221604_s_at"	3800747	"9409_at"
"gene_14568"	-0.293256385228274	0.0278854594663838	0.202965152750488	"RBL1"	"205296_at"	2710538	"5933_at"
"gene_17386"	-0.207262315609426	0.0279014601276115	0.202983459565398	"SUB1"	"214512_s_at"	1010431	"10923_at"
"gene_2874"	-0.351783322827226	0.0279184648431794	0.203009049671274	"CD93"	"202877_s_at"	4590482	"22918_at"
"gene_13549"	-0.159594692893188	0.0279584467487693	0.203201612970775	"PPP2R5D"	"211159_s_at"	1410411	"5528_at"
"gene_15089"	-0.194862564564236	0.02798667665391	0.203239177113384	"RPL23"	"200888_s_at"	4120707	"9349_at"
"gene_19674"	-0.226887923703658	0.0280121388575908	0.203239177113384	"YME1L1"	"216304_x_at"	2970554	"10730_at"
"gene_12780"	0.167656791359311	0.0280317459119901	0.203239177113384	"PHF1"	"40446_at"	6980414	"5252_at"
"gene_17727"	-0.241206551039832	0.0280333349140414	0.203239177113384	"TBX2"	"40560_at"	6060367	"6909_at"
"gene_4902"	-0.224309680983602	0.0280562049453336	0.203239177113384	"DR1"	"209188_x_at"	1580220	"1810_at"
"gene_10641"	-0.191454968538793	0.0280622790270259	0.203239177113384	"MTF1"	"205322_s_at"	4640379	"4520_at"
"gene_16037"	0.272460545531728	0.0280687366583507	0.203239177113384	"SIRPA"	"202896_s_at"	1170497	"140885_at"
"gene_17921"	0.409578513962826	0.0280717057580972	0.203239177113384	"TFPI"	"213258_at"	6290743	"7035_at"
"gene_84"	-0.265356607785759	0.0280851374166781	0.203239177113384	"ABCD4"	"203982_s_at"	1010519	"5826_at"
"gene_7117"	0.208587549866816	0.0281240597040418	0.203423040204343	"GRHPR"	"201347_x_at"	5050093	"9380_at"
"gene_10497"	0.44991288752278	0.0281465390546076	0.203487851032639	"MR1"	"210528_at"	5310274	"3140_at"
"gene_2863"	0.279920245633887	0.0283091804502436	0.20444778440852	"CD84"	"205988_at"	1430161	"8832_at"
"gene_13011"	-0.255468524516262	0.0283111614497883	0.20444778440852	"PKN2"	"210969_at"	3440377	"5586_at"
"gene_9692"	0.415568759706215	0.0283243446228249	0.20444778440852	"MAF"	"209347_s_at"	6400369	"4094_at"
"gene_14154"	0.56332793787637	0.0283336485700354	0.20444778440852	"PTPRR"	"206084_at"	3460278	"5801_at"
"gene_10236"	-0.355109939413731	0.0283753624663101	0.204650673619022	"METAP2"	"202015_x_at"	4860551	"10988_at"
"gene_12082"	-0.176421333039544	0.0283988090388722	0.204687000478044	"PARP2"	"215773_x_at"	7650241	"10038_at"
"gene_15946"	-0.169193843845797	0.0284075965983679	0.204687000478044	"SH3GL1"	"201851_at"	3830561	"6455_at"
"gene_8796"	-0.230981200313779	0.0284528190826001	0.204869716115426	"KDELR2"	"200698_at"	510497	"11014_at"
"gene_17380"	-0.271560204142573	0.0284723643020996	0.204869716115426	"STXBP6"	"220995_at"	1090369	"29091_at"
"gene_12696"	0.128592757720095	0.0284812414332066	0.204869716115426	"PEX16"	"49878_at"	3800747	"9409_at"
"gene_5990"	-0.256340297791824	0.0284873980753114	0.204869716115426	"FEN1"	"204768_s_at"	1820521	"2237_at"
"gene_17138"	-0.223781845418791	0.0285171267572848	0.204909644138173	"SSR1"	"200890_s_at"	2710189	"6745_at"
"gene_7248"	-0.318766770876497	0.028520177017637	0.204909644138173	"GTF3C1"	"202320_at"	2940025	"2975_at"
"gene_5707"	0.389332284823702	0.0285378919653459	0.204930933379033	"EXOC7"	"212026_s_at"	2260520	"23265_at"
"gene_10945"	0.271350603783445	0.0285503698708365	0.204930933379033	"NCKAP1L"	"209734_at"	4670609	"3071_at"
"gene_322"	-0.22681325324268	0.0285909606574067	0.205062866299943	"ACTR3"	"213101_s_at"	380307	"10096_at"
"gene_13777"	-0.277160064566313	0.0285959976324461	0.205062866299943	"PRRX2"	"219729_at"	1710687	"51450_at"
"gene_18543"	-0.246350937543913	0.0286410702253778	0.205221479445605	"TRAM2"	"202368_s_at"	1010193	"9697_at"
"gene_1194"	-0.277958155002765	0.0286590321378506	0.205221479445605	"ARFIP1"	"214483_s_at"	6480647	"27236_at"
"gene_2723"	-0.161829894045431	0.0286788466637987	0.205221479445605	"CCT6A"	"201326_at"	5080719	"908_at"
"gene_13279"	-0.197176503150688	0.0286798925430606	0.205221479445605	"POLR1B"	"220113_x_at"	2120463	"84172_at"
"gene_6863"	-0.143905823902944	0.0286862870551125	0.205221479445605	"GNB1"	"200746_s_at"	240554	"2782_at"
"gene_509"	-0.171521704797112	0.0287077816257237	0.205277686000187	"ADSL"	"202144_s_at"	3170291	"158_at"
"gene_12779"	0.163539401759311	0.0287500431694939	0.205401849111397	"PHF1"	"40446_at"	4830142	"5252_at"
"gene_3016"	-0.309911376931439	0.0287774167252318	0.205401849111397	"CDK2"	"211804_s_at"	2230376	"1017_at"
"gene_15791"	-0.178487542128743	0.0287984059588031	0.205401849111397	"SERPINB6"	"211474_s_at"	7400241	"5269_at"
"gene_1061"	-0.225678438511478	0.028803832004762	0.205401849111397	"APBB2"	"216750_at"	6940360	"323_at"
"gene_3083"	-0.44180017933943	0.0288083760369346	0.205401849111397	"CDR2L"	"213230_at"	2370669	"30850_at"
"gene_16640"	-0.328374801170641	0.0288089499257602	0.205401849111397	"SNAI2"	"213139_at"	5960201	"6591_at"
"gene_12739"	-0.43465832455419	0.0288206687033796	0.205401849111397	"PFN2"	"204992_s_at"	4210246	"5217_at"
"gene_2056"	-0.235511727223638	0.0289616691993644	0.206222883078161	"BRCC3"	"221196_x_at"	540600	"79184_at"
"gene_4386"	-0.312090432263177	0.0289632723111368	0.206222883078161	"DBN1"	"202806_at"	1740026	"1627_at"
"gene_6587"	-0.457215921518159	0.0289816685407975	0.206256300177818	"GDF15"	"221577_x_at"	5260242	"9518_at"
"gene_16336"	-0.233649635492891	0.0290404989107982	0.206554162810479	"SLC35D1"	"209712_at"	4860095	"23169_at"
"gene_12061"	-0.377303488152893	0.0290563453583159	0.206554162810479	"PAPSS2"	"203059_s_at"	6580491	"9060_at"
"gene_5330"	-0.205165046822441	0.0290646901961597	0.206554162810479	"EIF5B"	"201027_s_at"	4010193	"9669_at"
"gene_7312"	-0.235688658817449	0.0290943044859503	0.206667046306052	"H2AFY"	"214501_s_at"	5820402	"9555_at"
"gene_5798"	-0.264329303659312	0.0291528117502356	0.206984963426673	"FAM105A"	"214947_at"	50397	"54491_at"
"gene_16756"	-0.287481561128487	0.0292034508343569	0.207203647858036	"SNX2"	"202113_s_at"	7150113	"6643_at"
"gene_18268"	-0.230347274600067	0.0292111440841584	0.207203647858036	"TMPO"	"209753_s_at"	3130202	"7112_at"
"gene_16258"	-0.288493014699325	0.0292688154195973	0.207434571599455	"SLC25A37"	"221920_s_at"	1300100	"51312_at"
"gene_964"	0.550826011995318	0.0292712616314936	0.207434571599455	"ANPEP"	"202888_s_at"	1770605	"290_at"
"gene_15580"	0.352325594485824	0.0293261035692275	0.207691071203533	"SCARB1"	"215834_x_at"	6100709	"949_at"
"gene_19655"	-0.198740248364898	0.029348361527396	0.207691071203533	"YES1"	"202933_s_at"	7050661	"7525_at"
"gene_2219"	0.333081464913171	0.0293488512124578	0.207691071203533	"C5AR1"	"220088_at"	1070689	"728_at"
"gene_4172"	-0.161755505565034	0.0293922355288137	0.207848568798544	"CUL2"	"203079_s_at"	160201	"8453_at"
"gene_12967"	0.234797765504481	0.0294276794018092	0.207848568798544	"PISD"	"202392_s_at"	5490612	"23761_at"
"gene_3134"	0.463877695199672	0.0294510100288852	0.207848568798544	"CECR1"	"219505_at"	5560280	"51816_at"
"gene_1772"	0.200636764044831	0.0294720431821818	0.207848568798544	"BAHD1"	"203051_at"	1850424	"22893_at"
"gene_2480"	-0.185509682179619	0.0294757697360761	0.207848568798544	"CAPZB"	"201949_x_at"	270722	"832_at"
"gene_17889"	-0.27229309902878	0.0295033507431096	0.207848568798544	"TFCP2L1"	"219735_s_at"	4290333	"29842_at"
"gene_7841"	0.319631790937318	0.029526306244856	0.207848568798544	"HSPA6"	"117_at"	1010136	"3310_at"
"gene_10528"	-0.196838446015213	0.0295399622517076	0.207848568798544	"MRPL33"	"203781_at"	6960661	"9553_at"
"gene_7237"	-0.22864011545661	0.0295673278094121	0.207848568798544	"GTF2H1"	"202453_s_at"	6040072	"2965_at"
"gene_11805"	-0.33092527910458	0.0295693043740839	0.207848568798544	"OLFML2B"	"213125_at"	520520	"25903_at"
"gene_12631"	-0.514991160950016	0.0295711201715083	0.207848568798544	"PDPN"	"208233_at"	6510482	"10630_at"
"gene_12760"	-0.376886486782961	0.0295900216047771	0.207848568798544	"PGM5"	"208491_s_at"	4670717	"5239_at"
"gene_2908"	-0.226179314750443	0.0296002942641649	0.207848568798544	"CDC23"	"202892_at"	6860327	"8697_at"
"gene_16005"	-0.267899758618929	0.0296097207585099	0.207848568798544	"SIDT1"	"219734_at"	6220746	"54847_at"
"gene_17300"	-0.179133099301117	0.0296174062021633	0.207848568798544	"STK39"	"202786_at"	4040296	"27347_at"
"gene_17989"	-0.25716361154962	0.0296261810661652	0.207848568798544	"THBS1"	"215775_at"	5910376	"7057_at"
